Test Case 0: predicted = 7; expected = 7; result = true
Test Case 2652: predicted = 2; expected = 2; result = true
Test Case 2653: predicted = 5; expected = 5; result = true
Test Case 2654: predicted = 1; expected = 6; result = false
Test Case 2655: predicted = 1; expected = 1; result = true
Test Case 2656: predicted = 0; expected = 0; result = true
Test Case 2657: predicted = 0; expected = 0; result = true
Test Case 2658: predicted = 4; expected = 4; result = true
Test Case 2659: predicted = 4; expected = 4; result = true
Test Case 2660: predicted = 0; expected = 0; result = true
Test Case 2661: predicted = 1; expected = 1; result = true
Test Case 2662: predicted = 2; expected = 2; result = true
Test Case 2663: predicted = 3; expected = 3; result = true
Test Case 2664: predicted = 2; expected = 2; result = true
Test Case 2665: predicted = 7; expected = 7; result = true
Test Case 2666: predicted = 7; expected = 7; result = true
Test Case 2667: predicted = 8; expected = 8; result = true
Test Case 2668: predicted = 5; expected = 5; result = true
Test Case 2669: predicted = 2; expected = 2; result = true
Test Case 2670: predicted = 5; expected = 5; result = true
Test Case 2671: predicted = 7; expected = 7; result = true
Test Case 2672: predicted = 6; expected = 6; result = true
Test Case 2673: predicted = 9; expected = 9; result = true
Test Case 2674: predicted = 1; expected = 1; result = true
Test Case 2675: predicted = 9; expected = 4; result = false
Test Case 2676: predicted = 1; expected = 1; result = true
Test Case 2677: predicted = 6; expected = 6; result = true
Test Case 2678: predicted = 4; expected = 4; result = true
Test Case 2679: predicted = 2; expected = 2; result = true
Test Case 2680: predicted = 4; expected = 4; result = true
Test Case 2681: predicted = 3; expected = 3; result = true
Test Case 2682: predicted = 5; expected = 5; result = true
Test Case 2683: predicted = 4; expected = 4; result = true
Test Case 2684: predicted = 3; expected = 3; result = true
Test Case 2685: predicted = 9; expected = 9; result = true
Test Case 2686: predicted = 5; expected = 5; result = true
Test Case 2687: predicted = 0; expected = 0; result = true
Test Case 2688: predicted = 1; expected = 1; result = true
Test Case 2689: predicted = 5; expected = 5; result = true
Test Case 2690: predicted = 3; expected = 3; result = true
Test Case 2691: predicted = 8; expected = 8; result = true
Test Case 2692: predicted = 9; expected = 9; result = true
Test Case 2693: predicted = 1; expected = 1; result = true
Test Case 2694: predicted = 9; expected = 9; result = true
Test Case 2695: predicted = 7; expected = 7; result = true
Test Case 2696: predicted = 9; expected = 9; result = true
Test Case 2697: predicted = 5; expected = 5; result = true
Test Case 2698: predicted = 5; expected = 5; result = true
Test Case 2699: predicted = 2; expected = 2; result = true
Test Case 2700: predicted = 7; expected = 7; result = true
Test Case 2701: predicted = 4; expected = 4; result = true
Test Case 2702: predicted = 6; expected = 6; result = true
Test Case 2703: predicted = 0; expected = 0; result = true
Test Case 2704: predicted = 1; expected = 1; result = true
Test Case 2705: predicted = 1; expected = 1; result = true
Test Case 2706: predicted = 1; expected = 1; result = true
Test Case 2707: predicted = 0; expected = 0; result = true
Test Case 2708: predicted = 4; expected = 4; result = true
Test Case 2709: predicted = 4; expected = 4; result = true
Test Case 2710: predicted = 7; expected = 7; result = true
Test Case 2711: predicted = 6; expected = 6; result = true
Test Case 2712: predicted = 3; expected = 3; result = true
Test Case 2713: predicted = 0; expected = 0; result = true
Test Case 2714: predicted = 0; expected = 0; result = true
Test Case 2715: predicted = 4; expected = 4; result = true
Test Case 2716: predicted = 3; expected = 3; result = true
Test Case 2717: predicted = 0; expected = 0; result = true
Test Case 2718: predicted = 6; expected = 6; result = true
Test Case 2719: predicted = 1; expected = 1; result = true
Test Case 2720: predicted = 4; expected = 9; result = false
Test Case 2721: predicted = 6; expected = 6; result = true
Test Case 2722: predicted = 1; expected = 1; result = true
Test Case 2723: predicted = 3; expected = 3; result = true
Test Case 2724: predicted = 8; expected = 8; result = true
Test Case 2725: predicted = 1; expected = 1; result = true
Test Case 2726: predicted = 2; expected = 2; result = true
Test Case 2727: predicted = 5; expected = 5; result = true
Test Case 2728: predicted = 6; expected = 6; result = true
Test Case 2729: predicted = 2; expected = 2; result = true
Test Case 2730: predicted = 7; expected = 7; result = true
Test Case 2731: predicted = 3; expected = 3; result = true
Test Case 2732: predicted = 6; expected = 6; result = true
Test Case 2733: predicted = 0; expected = 0; result = true
Test Case 2734: predicted = 1; expected = 1; result = true
Test Case 2735: predicted = 9; expected = 9; result = true
Test Case 2736: predicted = 7; expected = 7; result = true
Test Case 2737: predicted = 6; expected = 6; result = true
Test Case 2738: predicted = 6; expected = 6; result = true
Test Case 2739: predicted = 8; expected = 8; result = true
Test Case 2740: predicted = 9; expected = 9; result = true
Test Case 2741: predicted = 2; expected = 2; result = true
Test Case 2742: predicted = 7; expected = 9; result = false
Test Case 2743: predicted = 5; expected = 5; result = true
Test Case 2744: predicted = 8; expected = 8; result = true
Test Case 2745: predicted = 3; expected = 3; result = true
Test Case 2746: predicted = 1; expected = 1; result = true
Test Case 2747: predicted = 0; expected = 0; result = true
Test Case 2748: predicted = 0; expected = 0; result = true
Test Case 2749: predicted = 7; expected = 7; result = true
Test Case 2750: predicted = 6; expected = 6; result = true
Test Case 2751: predicted = 6; expected = 6; result = true
Test Case 2752: predicted = 3; expected = 2; result = false
Test Case 2753: predicted = 1; expected = 1; result = true
Test Case 2754: predicted = 6; expected = 6; result = true
Test Case 2755: predicted = 9; expected = 9; result = true
Test Case 2756: predicted = 3; expected = 3; result = true
Test Case 2757: predicted = 1; expected = 1; result = true
Test Case 2758: predicted = 8; expected = 8; result = true
Test Case 2759: predicted = 6; expected = 6; result = true
Test Case 2760: predicted = 4; expected = 9; result = false
Test Case 2761: predicted = 0; expected = 0; result = true
Test Case 2762: predicted = 6; expected = 6; result = true
Test Case 2763: predicted = 0; expected = 0; result = true
Test Case 2764: predicted = 0; expected = 0; result = true
Test Case 2765: predicted = 0; expected = 0; result = true
Test Case 2766: predicted = 6; expected = 6; result = true
Test Case 2767: predicted = 3; expected = 3; result = true
Test Case 2768: predicted = 5; expected = 5; result = true
Test Case 2769: predicted = 9; expected = 9; result = true
Test Case 2770: predicted = 3; expected = 3; result = true
Test Case 2771: predicted = 4; expected = 4; result = true
Test Case 2772: predicted = 5; expected = 5; result = true
Test Case 2773: predicted = 5; expected = 5; result = true
Test Case 2774: predicted = 8; expected = 8; result = true
Test Case 2775: predicted = 5; expected = 5; result = true
Test Case 2776: predicted = 3; expected = 3; result = true
Test Case 2777: predicted = 0; expected = 0; result = true
Test Case 2778: predicted = 0; expected = 4; result = false
Test Case 2779: predicted = 0; expected = 0; result = true
Test Case 2780: predicted = 3; expected = 2; result = false
Test Case 2781: predicted = 9; expected = 9; result = true
Test Case 2782: predicted = 6; expected = 6; result = true
Test Case 2783: predicted = 8; expected = 8; result = true
Test Case 2784: predicted = 2; expected = 2; result = true
Test Case 2785: predicted = 3; expected = 3; result = true
Test Case 2786: predicted = 1; expected = 1; result = true
Test Case 2787: predicted = 2; expected = 2; result = true
Test Case 2788: predicted = 1; expected = 1; result = true
Test Case 2789: predicted = 1; expected = 1; result = true
Test Case 2790: predicted = 8; expected = 5; result = false
Test Case 2791: predicted = 6; expected = 6; result = true
Test Case 2792: predicted = 9; expected = 9; result = true
Test Case 2793: predicted = 8; expected = 8; result = true
Test Case 2794: predicted = 0; expected = 0; result = true
Test Case 2795: predicted = 6; expected = 6; result = true
Test Case 2796: predicted = 6; expected = 6; result = true
Test Case 2797: predicted = 5; expected = 5; result = true
Test Case 2798: predicted = 5; expected = 5; result = true
Test Case 2799: predicted = 3; expected = 3; result = true
Test Case 2800: predicted = 8; expected = 8; result = true
Test Case 2801: predicted = 6; expected = 6; result = true
Test Case 2802: predicted = 2; expected = 2; result = true
Test Case 2803: predicted = 1; expected = 1; result = true
Test Case 2804: predicted = 4; expected = 4; result = true
Test Case 2805: predicted = 5; expected = 5; result = true
Test Case 2806: predicted = 4; expected = 4; result = true
Test Case 2807: predicted = 3; expected = 3; result = true
Test Case 2808: predicted = 7; expected = 7; result = true
Test Case 2809: predicted = 8; expected = 8; result = true
Test Case 2810: predicted = 5; expected = 5; result = true
Test Case 2811: predicted = 0; expected = 0; result = true
Test Case 2812: predicted = 9; expected = 9; result = true
Test Case 2813: predicted = 3; expected = 3; result = true
Test Case 2814: predicted = 5; expected = 5; result = true
Test Case 2815: predicted = 1; expected = 1; result = true
Test Case 2816: predicted = 1; expected = 1; result = true
Test Case 2817: predicted = 0; expected = 0; result = true
Test Case 2818: predicted = 4; expected = 4; result = true
Test Case 2819: predicted = 4; expected = 4; result = true
Test Case 2820: predicted = 7; expected = 7; result = true
Test Case 2821: predicted = 0; expected = 0; result = true
Test Case 2822: predicted = 1; expected = 1; result = true
Test Case 2823: predicted = 7; expected = 7; result = true
Test Case 2824: predicted = 0; expected = 0; result = true
Test Case 2825: predicted = 1; expected = 1; result = true
Test Case 2826: predicted = 6; expected = 6; result = true
Test Case 2827: predicted = 1; expected = 1; result = true
Test Case 2828: predicted = 4; expected = 4; result = true
Test Case 2829: predicted = 5; expected = 5; result = true
Test Case 2830: predicted = 6; expected = 6; result = true
Test Case 2831: predicted = 6; expected = 6; result = true
Test Case 2832: predicted = 5; expected = 5; result = true
Test Case 2833: predicted = 7; expected = 7; result = true
Test Case 2834: predicted = 8; expected = 8; result = true
Test Case 2835: predicted = 4; expected = 4; result = true
Test Case 2836: predicted = 2; expected = 4; result = false
Test Case 2837: predicted = 7; expected = 7; result = true
Test Case 2838: predicted = 2; expected = 2; result = true
Test Case 2839: predicted = 5; expected = 5; result = true
Test Case 2840: predicted = 3; expected = 3; result = true
Test Case 2841: predicted = 7; expected = 7; result = true
Test Case 2842: predicted = 0; expected = 0; result = true
Test Case 2843: predicted = 7; expected = 7; result = true
Test Case 2844: predicted = 7; expected = 7; result = true
Test Case 2845: predicted = 9; expected = 9; result = true
Test Case 2846: predicted = 6; expected = 6; result = true
Test Case 2847: predicted = 4; expected = 4; result = true
Test Case 2848: predicted = 2; expected = 2; result = true
Test Case 2849: predicted = 8; expected = 8; result = true
Test Case 2850: predicted = 5; expected = 5; result = true
Test Case 2851: predicted = 7; expected = 7; result = true
Test Case 2852: predicted = 8; expected = 8; result = true
Test Case 2853: predicted = 3; expected = 3; result = true
Test Case 2854: predicted = 9; expected = 9; result = true
Test Case 2855: predicted = 5; expected = 5; result = true
